Time (seconds),X-Force,Y-Force,Z-Force,AbsoluteForce
49.99,0,224,-976,1001
50.01,16,192,-976,994
50.04,0,208,-976,997
50.06,0,208,-976,997
50.08,0,208,-960,982
50.11,16,208,-992,1013
50.13,0,208,-992,1013
50.16,16,208,-960,982
50.18,0,192,-960,979
50.21,16,208,-960,982
50.24,-16,208,-992,1013
50.27,-16,224,-992,1017
50.29,-16,224,-976,1001
50.32,0,208,-976,997
50.34,0,208,-960,982
50.37,0,208,-960,982
50.39,0,224,-960,985
50.42,0,224,-960,985
50.44,0,208,-976,997
50.46,16,224,-960,985
50.49,16,224,-960,985
50.53,0,192,-976,994
50.56,0,208,-976,997
50.58,0,208,-960,982
50.60,16,208,-976,998
50.63,0,224,-976,1001
50.65,0,240,-992,1020
50.68,0,208,-960,982
50.70,0,224,-960,985
50.72,0,224,-976,1001
50.75,0,208,-976,997
50.77,16,176,-976,991
50.80,32,224,-976,1001
50.84,0,208,-960,982
50.86,0,208,-992,1013
50.89,16,192,-976,994
50.91,0,224,-976,1001
50.94,-16,208,-960,982
50.96,0,208,-944,966
50.99,0,224,-960,985
51.01,-16,224,-976,1001
51.04,16,176,-976,991
51.06,-16,208,-976,998
51.08,-16,208,-960,982
51.11,0,208,-976,997
51.26,0,208,-960,982
51.29,0,192,-944,963
51.31,0,208,-976,997
51.34,-16,224,-960,985
51.36,-16,208,-992,1013
51.38,16,192,-960,979
51.41,0,192,-944,963
51.43,0,224,-960,985
51.46,-16,192,-960,979
51.48,0,208,-960,982
51.50,-16,208,-976,998
51.55,0,208,-992,1013
51.57,0,192,-976,994
51.60,-16,224,-976,1001
51.62,0,208,-976,997
51.64,0,224,-960,985
51.67,0,192,-960,979
51.69,-16,208,-960,982
51.72,0,208,-976,997
51.74,0,208,-976,997
51.77,16,240,-944,974
51.79,0,224,-976,1001
51.82,-16,208,-976,998
51.86,0,192,-976,994
51.88,0,208,-960,982
51.91,-16,192,-960,979
51.93,0,208,-960,982
51.96,-16,192,-976,994
51.98,16,192,-976,994
52.00,-16,208,-960,982
52.03,0,224,-960,985
52.05,0,224,-960,985
52.08,16,208,-976,998
52.10,0,192,-960,979
52.12,-16,224,-960,985
52.17,0,208,-960,982
52.19,16,208,-992,1013
52.22,0,192,-960,979
52.24,16,224,-976,1001
52.26,0,208,-976,997
52.29,0,208,-960,982
52.31,0,224,-992,1016
52.34,16,208,-976,998
52.36,0,192,-976,994
52.38,0,224,-976,1001
52.41,0,208,-976,997
52.44,0,208,-976,997
52.48,0,192,-976,994
52.50,16,208,-976,998
52.53,-16,208,-960,982
52.55,0,192,-992,1010
52.58,0,208,-976,997
52.60,0,224,-992,1016
52.62,0,208,-976,997
52.65,16,208,-976,998
52.67,0,208,-976,997
52.70,0,192,-960,979
52.72,16,192,-976,994
52.76,-16,192,-960,979
52.79,-16,208,-960,982
52.81,16,208,-960,982
52.84,0,192,-976,994
52.86,-16,224,-960,985
52.88,16,224,-976,1001
52.91,16,208,-976,998
52.93,0,224,-992,1016
52.96,0,208,-976,997
52.98,0,192,-976,994
53.00,0,208,-960,982
53.03,-16,192,-976,994
53.07,-16,192,-960,979
53.10,16,208,-976,998
53.12,-16,192,-960,979
53.15,-16,208,-976,998
53.17,16,224,-992,1017
53.20,-16,224,-976,1001
53.22,0,208,-976,997
53.24,-32,224,-976,1001
53.27,0,208,-960,982
53.29,16,224,-976,1001
53.32,16,208,-976,998
53.36,0,224,-960,985
53.38,16,208,-976,998
53.41,0,224,-960,985
53.43,-16,192,-960,979
53.46,-16,224,-960,985
53.48,0,192,-976,994
53.50,0,208,-976,997
53.53,0,208,-976,997
53.55,0,224,-976,1001
53.58,0,224,-992,1016
53.60,0,208,-960,982
53.62,-16,208,-976,998
53.67,16,192,-960,979
53.69,0,208,-976,997
53.72,16,208,-992,1013
53.74,0,192,-976,994
53.77,0,208,-960,982
53.79,-16,224,-960,985
53.82,16,224,-992,1017
53.84,16,208,-976,998
53.86,-16,224,-960,985
53.89,-16,176,-976,991
53.91,0,224,-992,1016
53.94,0,224,-976,1001
53.98,0,224,-960,985
54.00,-16,208,-976,998
54.03,0,192,-976,994
54.05,0,224,-976,1001
54.08,0,224,-976,1001
54.10,0,208,-960,982
54.12,0,224,-976,1001
54.15,-16,224,-960,985
54.17,0,208,-976,997
54.20,0,208,-960,982
54.22,0,208,-976,997
54.26,0,224,-976,1001
54.29,0,192,-960,979
54.31,0,224,-960,985
54.34,0,192,-976,994
54.36,16,176,-976,991
54.38,-16,208,-976,998
54.41,0,208,-960,982
54.44,-16,208,-960,982
54.46,0,224,-976,1001
54.48,0,224,-944,970
54.51,0,240,-960,989
54.53,0,224,-976,1001
54.58,16,224,-960,985
54.60,0,208,-960,982
54.62,0,208,-976,997
54.65,0,208,-944,966
54.67,0,192,-976,994
54.70,-16,208,-960,982
54.72,16,208,-976,998
54.74,0,224,-960,985
54.77,-16,224,-960,985
54.79,0,208,-976,997
54.82,-16,224,-976,1001
54.84,0,224,-976,1001
54.88,0,192,-976,994
54.91,0,224,-992,1016
54.93,0,208,-944,966
54.96,16,208,-976,998
54.98,-16,224,-976,1001
55.00,16,208,-960,982
55.03,16,192,-976,994
55.05,16,208,-960,982
55.08,0,192,-976,994
55.10,16,224,-960,985
55.13,0,208,-976,997
55.15,0,224,-976,1001
55.20,-16,240,-960,989
55.22,-16,208,-976,998
55.24,0,208,-992,1013
55.27,16,224,-976,1001
55.29,0,224,-976,1001
55.32,16,208,-976,998
55.34,0,224,-976,1001
55.36,16,208,-976,998
55.39,0,208,-960,982
55.41,0,224,-944,970
55.44,16,208,-992,1013
55.48,16,208,-960,982
55.50,-16,208,-960,982
55.53,16,224,-976,1001
55.55,16,224,-960,985
55.58,-16,208,-992,1013
55.60,0,208,-976,997
55.62,0,224,-960,985
55.65,16,192,-960,979
55.67,0,224,-976,1001
55.70,16,224,-976,1001
55.72,0,192,-976,994
55.75,0,192,-960,979
55.79,16,208,-976,998
55.82,-16,224,-960,985
55.84,-16,208,-960,982
55.86,16,208,-960,982
55.89,0,208,-928,951
55.91,-16,208,-960,982
55.94,0,208,-992,1013
55.96,0,208,-960,982
55.98,0,208,-960,982
56.01,16,224,-976,1001
